1.915933000000000108e+00 9.209999999999999432e+01
1.901270999999999933e+00 8.750000000000000000e+01
1.891496000000000066e+00 8.450000000000000000e+01
1.886608000000000063e+00 8.250000000000000000e+01
1.876832999999999974e+00 8.070000000000000284e+01
1.871944999999999970e+00 7.809999999999999432e+01
1.867058000000000106e+00 7.579999999999999716e+01
1.862170000000000103e+00 7.470000000000000284e+01
1.857283000000000017e+00 7.329999999999999716e+01
1.852395000000000014e+00 7.129999999999999716e+01
1.842750000000000110e+00 6.970000000000000284e+01
1.837731999999999921e+00 6.800000000000000000e+01
1.837731999999999921e+00 6.659999999999999432e+01
1.827957000000000054e+00 6.509999999999999432e+01
1.823069000000000051e+00 6.420000000000000284e+01
1.823069000000000051e+00 6.310000000000000142e+01
1.813293999999999961e+00 6.139999999999999858e+01
1.808407000000000098e+00 6.029999999999999716e+01
1.803519000000000094e+00 5.939999999999999858e+01
1.798631000000000091e+00 5.829999999999999716e+01
1.793743000000000087e+00 5.689999999999999858e+01
1.788856000000000002e+00 5.560000000000000142e+01
1.783968999999999916e+00 5.460000000000000142e+01
1.774194000000000049e+00 5.329999999999999716e+01
1.769306000000000045e+00 5.150000000000000000e+01
1.759530999999999956e+00 4.900000000000000000e+01
1.749000000000000000e+00 4.610000000000000000e+01
1.744000000000000000e+00 4.470000000000000000e+01
1.740000000000000000e+00 4.350000000000000000e+01
1.735000000000000000e+00 4.240000000000000000e+01
1.735000000000000000e+00 4.150000000000000000e+01
1.720000000000000000e+00 4.060000000000000000e+01
1.715000000000000000e+00 3.980000000000000000e+01
1.705000000000000000e+00 3.730000000000000000e+01
1.700000000000000000e+00 3.580000000000000000e+01
1.696000000000000000e+00 3.470000000000000000e+01
