1.925208999999999948e+00 9.379999999999999716e+01
1.920820999999999890e+00 9.300000000000000000e+01
1.911046000000000022e+00 9.029999999999999716e+01
1.906158000000000019e+00 8.879999999999999716e+01
1.901270999999999933e+00 8.690000000000000568e+01
1.896382999999999930e+00 8.590000000000000568e+01
1.891496000000000066e+00 8.400000000000000000e+01
1.886608000000000063e+00 8.320000000000000284e+01
1.881720000000000059e+00 8.190000000000000568e+01
1.881720000000000059e+00 8.079999999999999716e+01
1.876832999999999974e+00 7.940000000000000568e+01
1.871944999999999970e+00 7.850000000000000000e+01
1.867059000000000024e+00 7.700000000000000000e+01
1.867058000000000106e+00 7.640000000000000568e+01
1.867058000000000106e+00 7.550000000000000000e+01
1.862170000000000103e+00 7.509999999999999432e+01
1.862170000000000103e+00 7.409999999999999432e+01
1.857283000000000017e+00 7.379999999999999716e+01
1.852395000000000014e+00 7.229999999999999716e+01
1.852395000000000014e+00 7.190000000000000568e+01
1.847507999999999928e+00 7.070000000000000284e+01
1.847507000000000010e+00 7.020000000000000284e+01
1.842619999999999925e+00 6.909999999999999432e+01
1.842619999999999925e+00 6.859999999999999432e+01
1.837731999999999921e+00 6.740000000000000568e+01
1.837731999999999921e+00 6.690000000000000568e+01
1.832845000000000057e+00 6.590000000000000568e+01
1.832845000000000057e+00 6.550000000000000000e+01
1.827957000000000054e+00 6.490000000000000568e+01
1.827957000000000054e+00 6.429999999999999716e+01
1.823069000000000051e+00 6.379999999999999716e+01
1.823069000000000051e+00 6.350000000000000000e+01
1.818181999999999965e+00 6.279999999999999716e+01
1.818181999999999965e+00 6.229999999999999716e+01
1.813293999999999961e+00 6.110000000000000142e+01
1.813293999999999961e+00 6.089999999999999858e+01
1.808407000000000098e+00 6.010000000000000142e+01
1.808407000000000098e+00 5.979999999999999716e+01
1.803519000000000094e+00 5.900000000000000000e+01
1.803519000000000094e+00 5.879999999999999716e+01
1.793743000000000087e+00 5.789999999999999858e+01
1.793743000000000087e+00 5.760000000000000142e+01
1.788856000000000002e+00 5.650000000000000000e+01
1.788856000000000002e+00 5.620000000000000284e+01
1.783968999999999916e+00 5.529999999999999716e+01
1.783968999999999916e+00 5.500000000000000000e+01
1.779080999999999912e+00 5.429999999999999716e+01
1.774194000000000049e+00 5.379999999999999716e+01
1.774194000000000049e+00 5.279999999999999716e+01
1.769306000000000045e+00 5.239999999999999858e+01
1.764418000000000042e+00 5.079999999999999716e+01
1.764418000000000042e+00 5.050000000000000000e+01
1.754000000000000000e+00 4.710000000000000000e+01
1.749000000000000000e+00 4.680000000000000000e+01
1.749000000000000000e+00 4.550000000000000000e+01
1.744000000000000000e+00 4.530000000000000000e+01
1.74100000000000000e+00 4.440000000000000000e+01
1.740000000000000000e+00 4.400000000000000000e+01
1.740000000000000000e+00 4.290000000000000000e+01
1.735000000000000000e+00 4.280000000000000000e+01
1.725000000000000000e+00 4.150000000000000000e+01
1.720000000000000000e+00 4.080000000000000000e+01
1.715000000000000000e+00 4.050000000000000000e+01
1.715000000000000000e+00 3.920000000000000000e+01
1.710000000000000000e+00 3.830000000000000000e+01
1.705000000000000000e+00 3.760000000000000000e+01
1.705000000000000000e+00 3.680000000000000000e+01
1.700000000000000000e+00 3.650000000000000000e+01
1.700000000000000000e+00 3.540000000000000000e+01
1.696000000000000000e+00 3.510000000000000000e+01
1.696000000000000000e+00 3.450000000000000000e+01
1.691000000000000000e+00 3.410000000000000000e+01
1.686000000000000000e+00 3.390000000000000000e+01
